source_kind,bundle_model_code,component_model_code,context_release_price,context_delivery_price,default_qty,sheet_row
SINGLE,AC110CS4DBC1SY,PC4NUFK1NW,189200,128000,1,496
SINGLE,AC110CS4DBC1SY,PC4NBFK1NW,272800,188000,1,497
SINGLE,AC110CS4DBC1SY,PC4NUXK1NW,279400,188000,1,498
SINGLE,AC110CS4DBC1SY,PC4NUCK4NW,1111000,678000,1,499
SINGLE,AC110CS4DBC1SY,AR-EC05,25300,16000,1,500
SINGLE,AC110CS4DBC1SY,AWR-WG00N,137500,91000,1,501
SINGLE,AC110CS4DBC1SY,AWR-WE13N,82500,56000,1,502
SINGLE,AC145CS4DBC1SY,PC4NUFK1NW,189200,128000,1,506
SINGLE,AC145CS4DBC1SY,PC4NBFK1NW,272800,188000,1,507
SINGLE,AC145CS4DBC1SY,PC4NUXK1NW,279400,188000,1,508
SINGLE,AC145CS4DBC1SY,PC4NUCK4NW,1111000,678000,1,509
SINGLE,AC145CS4DBC1SY,AR-EC05,25300,16000,1,510
SINGLE,AC145CS4DBC1SY,AWR-WG00N,137500,91000,1,511
SINGLE,AC145CS4DBC1SY,AWR-WE13N,82500,56000,1,512
SINGLE,AC023CS1PBH1SY,PC1NWSK3NW,154000,128000,1,516
SINGLE,AC023CS1PBH1SY,PC1NWCK3NW,431200,343000,1,517
SINGLE,AC023CS1PBH1SY,AR-EH05,25300,16000,1,518
SINGLE,AC023CS1PBH1SY,AWR-WG00N,137500,91000,1,519
SINGLE,AC023CS1PBH1SY,AWR-WE13N,82500,56000,1,520
SINGLE,AC032CS1PBH1SY,PC1NWSK3NW,154000,128000,1,524
SINGLE,AC032CS1PBH1SY,PC1NWCK3NW,431200,343000,1,525
SINGLE,AC032CS1PBH1SY,AR-EH05,25300,16000,1,526
SINGLE,AC032CS1PBH1SY,AWR-WG00N,137500,91000,1,527
SINGLE,AC032CS1PBH1SY,AWR-WE13N,82500,56000,1,528
SINGLE,AC040CS1PBH1SY,PC1NWSK3NW,154000,128000,1,532
SINGLE,AC040CS1PBH1SY,PC1NWCK3NW,431200,343000,1,533
SINGLE,AC040CS1PBH1SY,AR-EH05,25300,16000,1,534
SINGLE,AC040CS1PBH1SY,AWR-WG00N,137500,91000,1,535
SINGLE,AC040CS1PBH1SY,AWR-WE13N,82500,56000,1,536
SINGLE,AC052CS1PBH1SY,PC1BWSK3NW,215600,128000,1,540
SINGLE,AC052CS1PBH1SY,PC1BWCK3NW,520300,388000,1,541
SINGLE,AC052CS1PBH1SY,AR-EH05,25300,16000,1,542
SINGLE,AC052CS1PBH1SY,AWR-WG00N,137500,91000,1,543
SINGLE,AC052CS1PBH1SY,AWR-WE13N,82500,56000,1,544
SINGLE,AC060CS1PBH1SY,PC1BWSK3NW,215600,128000,1,548
SINGLE,AC060CS1PBH1SY,PC1BWCK3NW,520300,388000,1,549
SINGLE,AC060CS1PBH1SY,AR-EH05,25300,16000,1,550
SINGLE,AC060CS1PBH1SY,AWR-WG00N,137500,91000,1,551
SINGLE,AC060CS1PBH1SY,AWR-WE13N,82500,56000,1,552
SINGLE,AC023CS1DBC1SY,PC1NWSK3NW,154000,128000,1,556
SINGLE,AC023CS1DBC1SY,PC1NWCK3NW,431200,343000,1,557
SINGLE,AC023CS1DBC1SY,AR-EC05,25300,16000,1,558
SINGLE,AC023CS1DBC1SY,AWR-WG00N,137500,91000,1,559
SINGLE,AC023CS1DBC1SY,AWR-WE13N,82500,56000,1,560
SINGLE,AC032CS1DBC1SY,PC1NWSK3NW,154000,128000,1,564
SINGLE,AC032CS1DBC1SY,PC1NWCK3NW,431200,343000,1,565
SINGLE,AC032CS1DBC1SY,AR-EC05,25300,16000,1,566
SINGLE,AC032CS1DBC1SY,AWR-WG00N,137500,91000,1,567
SINGLE,AC032CS1DBC1SY,AWR-WE13N,82500,56000,1,568
SINGLE,AC040CS1DBC1SY,PC1NWSK3NW,154000,128000,1,572
SINGLE,AC040CS1DBC1SY,PC1NWCK3NW,431200,343000,1,573
SINGLE,AC040CS1DBC1SY,AR-EC05,25300,16000,1,574
SINGLE,AC040CS1DBC1SY,AWR-WG00N,137500,91000,1,575
SINGLE,AC040CS1DBC1SY,AWR-WE13N,82500,56000,1,576
SINGLE,AC052CS1DBC1SY,PC1BWSK3NW,215600,128000,1,580
SINGLE,AC052CS1DBC1SY,PC1BWCK3NW,520300,388000,1,581
SINGLE,AC052CS1DBC1SY,AR-EC05,25300,16000,1,582
SINGLE,AC052CS1DBC1SY,AWR-WG00N,137500,91000,1,583
SINGLE,AC052CS1DBC1SY,AWR-WE13N,82500,56000,1,584
SINGLE,AC060CS1DBC1SY,PC1BWSK3NW,215600,128000,1,588
SINGLE,AC060CS1DBC1SY,PC1BWCK3NW,520300,388000,1,589
SINGLE,AC060CS1DBC1SY,AR-EC05,25300,16000,1,590
SINGLE,AC060CS1DBC1SY,AWR-WG00N,137500,91000,1,591
SINGLE,AC060CS1DBC1SY,AWR-WE13N,82500,56000,1,592
SINGLE,AC072CS1DBC1SY,PC1BWSK3NW,215600,128000,1,596
SINGLE,AC072CS1DBC1SY,PC1BWCK3NW,520300,388000,1,597
SINGLE,AC072CS1DBC1SY,AR-EC05,25300,16000,1,598
SINGLE,AC072CS1DBC1SY,AWR-WG00N,137500,91000,1,599
SINGLE,AC072CS1DBC1SY,AWR-WE13N,82500,56000,1,600
SINGLE,AC110CAMDBH1SY,AWR-WG00N,137500,91000,1,604
SINGLE,AC110CAMDBH1SY,AWR-WE13N,82500,56000,1,605
SINGLE,AC110CAMDHH1SY,AWR-WG00N,137500,91000,1,609
SINGLE,AC110CAMDHH1SY,AWR-WE13N,82500,56000,1,610
SINGLE,AC145CAMDHH1SY,AWR-WG00N,137500,91000,1,614
SINGLE,AC145CAMDHH1SY,AWR-WE13N,82500,56000,1,615
SINGLE,AC072BSCPBH2SY,AR-EH05,25300,16000,1,619
SINGLE,AC072BSCPBH2SY,AWR-WG00N,137500,91000,1,620
SINGLE,AC072BSCPBH2SY,AWR-WE13N,82500,56000,1,621
SINGLE,AC090BSCPBH2SY,AR-EH05,25300,16000,1,625
SINGLE,AC090BSCPBH2SY,AWR-WG00N,137500,91000,1,626
SINGLE,AC090BSCPBH2SY,AWR-WE13N,82500,56000,1,627
SINGLE,AC130BSCPHH2SY,AR-EH05,25300,16000,1,631
SINGLE,AC130BSCPHH2SY,AWR-WG00N,137500,91000,1,632
SINGLE,AC130BSCPHH2SY,AWR-WE13N,82500,56000,1,633
SINGLE,AC145BSCPHH2SY,AR-EH05,25300,16000,1,637
SINGLE,AC145BSCPHH2SY,AWR-WG00N,137500,91000,1,638
SINGLE,AC145BSCPHH2SY,AWR-WE13N,82500,56000,1,639
SINGLE,실링 드레인펌프,ADP-F075SP,79200,79200,1,650
SINGLE,유선리모컨 키트,AIM-A01N,20000,20000,1,651
SINGLE,AP052CAPPBH1S,FPH-1412XS3,169000,130000,1,655
SINGLE,AP060CAPPBH1S,FPH-1412XS3,169000,130000,1,659
SINGLE,AP072CAPPBH1S,FPH-1458XS1,139000,130000,1,663
SINGLE,AP083CAPPBH1S,FPH-3858XS5,227000,180000,1,667
SINGLE,AP110CAPPBH1S,FPH-3858XS5,227000,180000,1,671
SINGLE,AP110CAPPHH1S,FPH-3858XS5,227000,180000,1,675
SINGLE,AP130CAPPBH1S,FPH-3858XS5,227000,180000,1,679
SINGLE,AP130CAPPHH1S,FPH-3858XS5,227000,180000,1,683
SINGLE,AP145CAPPHH1S,FPH-3858XS5,227000,180000,1,687
SINGLE,AP052BAPPBH2S,FPH-1412XS3,169000,130000,1,691
SINGLE,AP060BAPPBH2S,FPH-1412XS3,169000,130000,1,695
SINGLE,AP072BAPDBH2S,FPH-1458XS1,139000,130000,1,699
SINGLE,AP072BAPPBH2S,FPH-1458XS1,139000,130000,1,703
SINGLE,AP083BAPPBH2S,FPH-3858XS5,227000,180000,1,707
SINGLE,AP110BAPPBH2S,FPH-3858XS5,227000,180000,1,711
SINGLE,AP110BAPPHH2S,FPH-3858XS5,227000,180000,1,715
SINGLE,AP130BAPDBH2S,FPH-3858XS5,227000,180000,1,719
SINGLE,AP130BAPPBH2S,FPH-3858XS5,227000,180000,1,723
SINGLE,AP130BAPPHH2S,FPH-3858XS5,227000,180000,1,727
SINGLE,AP145BAPPHH2S,FPH-3858XS5,227000,180000,1,731
SINGLE,AP145BAPDHH2S,FPH-3858XS5,227000,180000,1,735
SINGLE,AP230DAPDHH1S,FPH-3878XS,402001,360000,1,739
SINGLE,AP290DAPDHH1S,FPH-3878XS,402001,360000,1,743
SINGLE,AP083CSPDBC1S,FPC-3858XS2,227000,180000,1,747
SINGLE,AP110CSPDBC1S,FPC-3858XS2,227000,180000,1,751
SINGLE,AP145CSPDHC1S,FPC-3858XS2,227000,180000,1,755
SINGLE,AP083BSPPBH6SY,FPH-3858XS5,227000,180000,1,759
SINGLE,AP110BSPPBH6SY,FPH-3858XS5,227000,180000,1,763
SINGLE,AP110BSPPHH6SY,FPH-3858XS5,227000,180000,1,767
SINGLE,AP145BSPPHH6SY,FPH-3858XS5,227000,180000,1,771
SINGLE,AP083BSPPBH7SY,FPH-3858XS5,227000,180000,1,775
SINGLE,AP110BSPPBH7SY,FPH-3858XS5,227000,180000,1,779
SINGLE,AP110BSPPHH7SY,FPH-3858XS5,227000,180000,1,783
SINGLE,AP145BSPPHH7SY,FPH-3858XS5,227000,180000,1,787
SINGLE,AP083BSPPBH8SY,FPH-3858XS5,227000,180000,1,791
SINGLE,AP110BSPPBH8SY,FPH-3858XS5,227000,180000,1,795
SINGLE,AP110BSPPHH8SY,FPH-3858XS5,227000,180000,1,799
SINGLE,AP145BSPPHH8SY,FPH-3858XS5,227000,180000,1,803
SINGLE,AP052CSPFBH2SPP,FPH-3858XS5,227000,180000,1,807
SINGLE,AP060CSPFBH2SPP,FPH-3858XS5,227000,180000,1,811
SINGLE,AP072CSPFBH2SPP,FPH-3858XS5,227000,180000,1,815
SINGLE,AP083CSPFBH2SPP,FPH-3858XS5,227000,180000,1,819
SINGLE,AR07C9181HZS,FRH-1412NA3,77000,60000,1,823
SINGLE,AR07C9180HZS,FRH-1438NH3,55000,50000,1,827
SINGLE,AR07D9181HZS,FRH-1438NH3,55000,50000,1,831
SINGLE,AR09C9180HZS,FRH-1438NH3,55000,50000,1,835
SINGLE,AR11C9180HZS,FRH-1412XA3,77000,60000,1,839
SINGLE,AR13C9180HZS,FRH-1412XA3,77000,60000,1,843
SINGLE,AR16C9180HZS,FRH-1412XA3,77000,60000,1,847
SINGLE,AR10B5150HZS,FRC-1438NB2,55000,50000,1,851
SINGLE,AR07D9150HZS,FRC-1438NA2,55000,50000,1,855
SINGLE,AR07D9151HZS,FRC-1438NA2,55000,50000,1,859
SINGLE,AR09D9150HZS,FRC-1438NA2,55000,50000,1,863
SINGLE,AR11D9150HZS,FRC-1412NA2,77000,60000,1,867
SINGLE,AR13D9150HZS,FRC-1412NA2,77000,60000,1,871
SINGLE,AR15D9150HZS,FRC-1458XA2,77000,60000,1,875
SINGLE,AR60F07C11WS,ARR-WK8F,48000,34000,1,879
SINGLE,AR60F07C11WS,FRH-1412NA3,77000,60000,1,880
SINGLE,AR60F07C12WS,ARR-WK8F,48000,34000,1,884
SINGLE,AR60F07C12WS,FRH-1438NH3,55000,50000,1,885
SINGLE,AR60F07C14WS,ARR-WK8F,48000,34000,1,889
SINGLE,AR60F07C14WS,FRH-1438NH3,55000,50000,1,890
SINGLE,AR60F09C13WS,ARR-WK8F,48000,34000,1,894
SINGLE,AR60F09C13WS,FRH-1412NA3,55000,60000,1,895
SINGLE,AR60F11C13WS,ARR-WK8F,48000,34000,1,899
SINGLE,AR60F11C13WS,FRH-1412NA3,77000,60000,1,900
SINGLE,AR60F13C13WS,ARR-WK8F,48000,34000,1,904
SINGLE,AR60F13C13WS,FRH-1412XA3,77000,60000,1,905
SINGLE,AR60F16C14WS,ARR-WK8F,48000,34000,1,909
SINGLE,AR60F16C14WS,FRH-1412XA3,77000,60000,1,910
SINGLE,AR06D1150HZS,FRC-1438NB2,55000,50000,1,914
SINGLE,AR50F10D13HS,ARR-NK3F,36000,34000,1,918
SINGLE,AR50F10D13HS,FRC-1438NA2,55000,50000,1,919
SINGLE,AR80F07D21WS,ARR-PK8F,48000,34000,1,923
SINGLE,AR80F07D21WS,FRC-1438NA2,55000,50000,1,924
SINGLE,AR60F07D11WS,ARR-WK8F,48000,34000,1,928
SINGLE,AR60F07D11WS,FRC-1438NA2,55000,50000,1,929
SINGLE,AR60F07D12WS,ARR-WK8F,48000,34000,1,933
SINGLE,AR60F07D12WS,FRC-1438NA2,55000,50000,1,934
SINGLE,AR60F09D11WS,ARR-WK8F,48000,34000,1,938
SINGLE,AR60F09D11WS,FRC-1438NA2,55000,50000,1,939
SINGLE,AR60F11D11WS,ARR-WK8F,48000,34000,1,943
SINGLE,AR60F11D11WS,FRC-1412NA2,77000,60000,1,944
SINGLE,AR60F13D12WS,ARR-WK8F,48000,34000,1,948
SINGLE,AR60F13D12WS,FRC-1412NA2,77000,60000,1,949
SINGLE,AR60F15D12WS,ARR-WK8F,48000,34000,1,953
SINGLE,AR60F15D12WS,FRC-1458XA2,77000,60000,1,954
SINGLE,AF19DX838WSRS,AR06D9151HNQ,350000,250000,1,958
SINGLE,AF19DX838WSRS,AFR-TC9D,67000,45000,1,959
SINGLE,AF19DX838WSRS,FPC-1458YAF2,143000,100000,1,960
SINGLE,AF19DX838WSRS,FRC-1438XAF2,77000,50000,1,961
SINGLE,AF19DX838WSS,AFR-TC9D,67000,45000,1,965
SINGLE,AF19DX838WSS,FPC-1458YAF2,143000,100000,1,966
SINGLE,AF19DX838VSRS,AR06D9151HNQ,350000,250000,1,970
SINGLE,AF19DX838VSRS,AFR-TC9D,67000,45000,1,971
SINGLE,AF19DX838VSRS,FPC-1458YAF2,143000,100000,1,972
SINGLE,AF19DX838VSRS,FRC-1438XAF2,77000,50000,1,973
SINGLE,AF19DX838VSS,AFR-TC9D,67000,45000,1,977
SINGLE,AF19DX838VSS,FPC-1458YAF2,143000,100000,1,978
SINGLE,AF17DX738WSRS,AR06D9151HNQ,350000,250000,1,982
SINGLE,AF17DX738WSRS,AFR-TC9D,67000,45000,1,983
SINGLE,AF17DX738WSRS,FPC-1412YAF2,143000,100000,1,984
SINGLE,AF17DX738WSRS,FRC-1438XAF2,77000,50000,1,985
SINGLE,AF17DX738WSS,AFR-TC9D,67000,45000,1,989
SINGLE,AF17DX738WSS,FPC-1412YAF2,143000,100000,1,990
SINGLE,AF17B6474WZS,FPC-1412YAF2,143000,100000,1,994
SINGLE,AF17B6474WZRS,AR06A9170HNQ,250000,180000,1,998
SINGLE,AF17B6474WZRS,FPC-1412YAF2,143000,100000,1,999
SINGLE,AF17B6474WZRS,FRC-1438XAF2,77000,50000,1,1000
SINGLE,AF19B6474WZS,FPC-1458YAF2,143000,100000,1,1004
SINGLE,AF19B6474WZRS,AR06A9170HNQ,250000,180000,1,1008
SINGLE,AF19B6474WZRS,FPC-1458YAF2,143000,100000,1,1009
SINGLE,AF19B6474WZRS,FRC-1438XAF2,77000,50000,1,1010
SINGLE,AF17B6474TZS,FPC-1412YAF2,143000,100000,1,1014
SINGLE,AF17B6474TZRS,AR06A9170HNQ,250000,180000,1,1018
SINGLE,AF17B6474TZRS,FPC-1412YAF2,143000,100000,1,1019
SINGLE,AF17B6474TZRS,FRC-1438XAF2,77000,50000,1,1020
SINGLE,AF19B6474TZS,FPC-1458YAF2,143000,100000,1,1024
SINGLE,AF19B6474TZRS,AR06A9170HNQ,250000,180000,1,1028
SINGLE,AF19B6474TZRS,FPC-1458YAF2,143000,100000,1,1029
SINGLE,AF19B6474TZRS,FRC-1438XAF2,77000,50000,1,1030
SINGLE,AF17B6474GZS,FPC-1412YAF2,143000,100000,1,1034
SINGLE,AF17B6474GZRS,AR06A9170HNQ,250000,180000,1,1038
SINGLE,AF17B6474GZRS,FPC-1412YAF2,143000,100000,1,1039
SINGLE,AF17B6474GZRS,FRC-1438XAF2,77000,50000,1,1040
SINGLE,AF19B6474GZS,FPC-1458YAF2,143000,100000,1,1044
SINGLE,AF19B6474GZRS,AR06A9170HNQ,250000,180000,1,1048
SINGLE,AF19B6474GZRS,FPC-1458YAF2,143000,100000,1,1049
SINGLE,AF19B6474GZRS,FRC-1438XAF2,77000,50000,1,1050
SINGLE,AF17B7538WZS,FPC-1412YAF2,143000,100000,1,1054
SINGLE,AF17B7538WZRS,AR06B9150HNQ,270001,180000,1,1058
SINGLE,AF17B7538WZRS,FPC-1412YAF2,143000,100000,1,1059
SINGLE,AF17B7538WZRS,FRC-1438XAF2,77000,50000,1,1060
SINGLE,AF19B7534WZS,FPC-1458YAF2,143000,100000,1,1064
SINGLE,AF19B7534WZRS,AR06B9150HNQ,270001,180000,1,1068
SINGLE,AF19B7534WZRS,FPC-1458YAF2,143000,100000,1,1069
SINGLE,AF19B7534WZRS,FRC-1438XAF2,77000,50000,1,1070
SINGLE,AF17B7538TZS,FPC-1412YAF2,143000,100000,1,1074
SINGLE,AF17B7538TZRS,AR06B9150HNQ,270001,180000,1,1078
SINGLE,AF17B7538TZRS,FPC-1412YAF2,143000,100000,1,1079
SINGLE,AF17B7538TZRS,FRC-1438XAF2,77000,50000,1,1080
SINGLE,AF19B7534TZS,FPC-1458YAF2,143000,100000,1,1084
SINGLE,AF19B7534TZRS,AR06B9150HNQ,270001,180000,1,1088
SINGLE,AF19B7534TZRS,FPC-1458YAF2,143000,100000,1,1089
SINGLE,AF19B7534TZRS,FRC-1438XAF2,77000,50000,1,1090
SINGLE,AF17B7538GZS,FPC-1412YAF2,143000,100000,1,1094
SINGLE,AF17B7538GZRS,AR06B9150HNQ,270001,180000,1,1098
SINGLE,AF17B7538GZRS,FPC-1412YAF2,143000,100000,1,1099
SINGLE,AF17B7538GZRS,FRC-1438XAF2,77000,50000,1,1100
SINGLE,AF19B7534GZS,FPC-1458YAF2,143000,100000,1,1104
SINGLE,AF19B7534GZRS,AR06B9150HNQ,270001,180000,1,1108
SINGLE,AF19B7534GZRS,FPC-1458YAF2,143000,100000,1,1109
SINGLE,AF19B7534GZRS,FRC-1438XAF2,77000,50000,1,1110
SINGLE,AF60F17D11WS,AFR-QC3F,48000,34000,1,1114
SINGLE,AF60F17D11WS,FPC-1412YAF2,143000,100000,1,1115
SINGLE,AF60F17D11WRS,AR60F06D1A0Q,252000,200000,1,1119
SINGLE,AF60F17D11WRS,AFR-QC3F,48000,34000,1,1120
SINGLE,AF60F17D11WRS,ARR-WK8F,48000,34000,1,1121
SINGLE,AF60F17D11WRS,FPC-1412YAF2,143000,100000,1,1122
SINGLE,AF60F17D11WRS,FRC-1438XAF2,77000,50000,1,1123
SINGLE,AF60F17D11GS,AFR-QC3F,48000,34000,1,1127
SINGLE,AF60F17D11GS,FPC-1412YAF2,143000,100000,1,1128
SINGLE,AF60F17D11GRS,AR60F06D1A0Q,252000,200000,1,1132
SINGLE,AF60F17D11GRS,AFR-QC3F,48000,34000,1,1133
SINGLE,AF60F17D11GRS,ARR-WK8F,48000,34000,1,1134
SINGLE,AF60F17D11GRS,FPC-1412YAF2,143000,100000,1,1135
SINGLE,AF60F17D11GRS,FRC-1438XAF2,77000,50000,1,1136
SINGLE,AF60F17D11BS,AFR-QC3F,48000,34000,1,1140
SINGLE,AF60F17D11BS,FPC-1412YAF2,143000,100000,1,1141
SINGLE,AF60F17D11BRS,AR60F06D1A0Q,252000,200000,1,1145
SINGLE,AF60F17D11BRS,AFR-QC3F,48000,34000,1,1146
SINGLE,AF60F17D11BRS,ARR-WK8F,48000,34000,1,1147
SINGLE,AF60F17D11BRS,FPC-1412YAF2,143000,100000,1,1148
SINGLE,AF60F17D11BRS,FRC-1438XAF2,77000,50000,1,1149
SINGLE,AF60F17D11LS,AFR-QC3F,48000,34000,1,1153
SINGLE,AF60F17D11LS,FPC-1412YAF2,143000,100000,1,1154
SINGLE,AF60F17D11LRS,AR60F06D1A0Q,252000,200000,1,1158
SINGLE,AF60F17D11LRS,AFR-QC3F,48000,34000,1,1159
SINGLE,AF60F17D11LRS,ARR-WK8F,48000,34000,1,1160
SINGLE,AF60F17D11LRS,FPC-1412YAF2,143000,100000,1,1161
SINGLE,AF60F17D11LRS,FRC-1438XAF2,77000,50000,1,1162
SINGLE,AF60F19D11WS,AFR-QC3F,48000,34000,1,1166
SINGLE,AF60F19D11WS,FPC-1458YAF2,143000,100000,1,1167
SINGLE,AF60F19D11WRS,AR60F06D1A0Q,252000,200000,1,1171
SINGLE,AF60F19D11WRS,AFR-QC3F,48000,34000,1,1172
SINGLE,AF60F19D11WRS,ARR-WK8F,48000,34000,1,1173
SINGLE,AF60F19D11WRS,FPC-1458YAF2,143000,100000,1,1174
SINGLE,AF60F19D11WRS,FRC-1438XAF2,77000,50000,1,1175
SINGLE,AF60F19D11GS,AFR-QC3F,48000,34000,1,1179
SINGLE,AF60F19D11GS,FPC-1458YAF2,143000,100000,1,1180
SINGLE,AF60F19D11GRS,AR60F06D1A0Q,252000,200000,1,1184
SINGLE,AF60F19D11GRS,AFR-QC3F,48000,34000,1,1185
SINGLE,AF60F19D11GRS,ARR-WK8F,48000,34000,1,1186
SINGLE,AF60F19D11GRS,FPC-1458YAF2,143000,100000,1,1187
SINGLE,AF60F19D11GRS,FRC-1438XAF2,77000,50000,1,1188
SINGLE,AF60F19D11BS,AFR-QC3F,48000,34000,1,1192
SINGLE,AF60F19D11BS,FPC-1458YAF2,143000,100000,1,1193
SINGLE,AF60F19D11BRS,AR60F06D1A0Q,252000,200000,1,1197
SINGLE,AF60F19D11BRS,AFR-QC3F,48000,34000,1,1198
SINGLE,AF60F19D11BRS,ARR-WK8F,48000,34000,1,1199
SINGLE,AF60F19D11BRS,FPC-1458YAF2,143000,100000,1,1200
SINGLE,AF60F19D11BRS,FRC-1438XAF2,77000,50000,1,1201
SINGLE,AF60F19D11LS,AFR-QC3F,48000,34000,1,1205
SINGLE,AF60F19D11LS,FPC-1458YAF2,143000,100000,1,1206
SINGLE,AF60F19D11LRS,AR60F06D1A0Q,252000,200000,1,1210
SINGLE,AF60F19D11LRS,AFR-QC3F,48000,34000,1,1211
SINGLE,AF60F19D11LRS,ARR-WK8F,48000,34000,1,1212
SINGLE,AF60F19D11LRS,FPC-1458YAF2,143000,100000,1,1213
SINGLE,AF60F19D11LRS,FRC-1438XAF2,77000,50000,1,1214
SINGLE,AF70F17D11WS,AFR-BC3F,48000,34000,1,1218
SINGLE,AF70F17D11WS,FPC-1412YAF2,143000,100000,1,1219
SINGLE,AF70F17D11WRS,AR60F06D1A0Q,252000,200000,1,1223
SINGLE,AF70F17D11WRS,AFR-BC3F,48000,34000,1,1224
SINGLE,AF70F17D11WRS,ARR-WK8F,48000,34000,1,1225
SINGLE,AF70F17D11WRS,FPC-1412YAF2,143000,100000,1,1226
SINGLE,AF70F17D11WRS,FRC-1438XAF2,77000,50000,1,1227
SINGLE,AF70F17D11GS,AFR-BC3F,48000,34000,1,1231
SINGLE,AF70F17D11GS,FPC-1412YAF2,143000,100000,1,1232
SINGLE,AF70F17D11GRS,AR60F06D1A0Q,252000,200000,1,1236
SINGLE,AF70F17D11GRS,AFR-BC3F,48000,34000,1,1237
SINGLE,AF70F17D11GRS,ARR-WK8F,48000,34000,1,1238
SINGLE,AF70F17D11GRS,FPC-1412YAF2,143000,100000,1,1239
SINGLE,AF70F17D11GRS,FRC-1438XAF2,77000,50000,1,1240
SINGLE,AF70F17D11BS,AFR-BC3F,48000,34000,1,1244
SINGLE,AF70F17D11BS,FPC-1412YAF2,143000,100000,1,1245
SINGLE,AF70F17D11BRS,AR60F06D1A0Q,252000,200000,1,1249
SINGLE,AF70F17D11BRS,AFR-BC3F,48000,34000,1,1250
SINGLE,AF70F17D11BRS,ARR-WK8F,48000,34000,1,1251
SINGLE,AF70F17D11BRS,FPC-1412YAF2,143000,100000,1,1252
SINGLE,AF70F17D11BRS,FRC-1438XAF2,77000,50000,1,1253
SINGLE,AF70F17D11LS,AFR-BC3F,48000,34000,1,1257
SINGLE,AF70F17D11LS,FPC-1412YAF2,143000,100000,1,1258
SINGLE,AF70F17D11LRS,AR60F06D1A0Q,252000,200000,1,1262
SINGLE,AF70F17D11LRS,AFR-BC3F,48000,34000,1,1263
SINGLE,AF70F17D11LRS,ARR-WK8F,48000,34000,1,1264
SINGLE,AF70F17D11LRS,FPC-1412YAF2,143000,100000,1,1265
SINGLE,AF70F17D11LRS,FRC-1438XAF2,77000,50000,1,1266
SINGLE,AF70F19D11WS,AFR-BC3F,48000,34000,1,1270
SINGLE,AF70F19D11WS,FPC-1458YAF2,143000,100000,1,1271
SINGLE,AF70F19D11WRS,AR60F06D1A0Q,252000,200000,1,1275
SINGLE,AF70F19D11WRS,AFR-BC3F,48000,34000,1,1276
SINGLE,AF70F19D11WRS,ARR-WK8F,48000,34000,1,1277
SINGLE,AF70F19D11WRS,FPC-1458YAF2,143000,100000,1,1278
SINGLE,AF70F19D11WRS,FRC-1438XAF2,77000,50000,1,1279
SINGLE,AF70F19D11GS,AFR-BC3F,48000,34000,1,1283
SINGLE,AF70F19D11GS,FPC-1458YAF2,143000,100000,1,1284
SINGLE,AF70F19D11GRS,AR60F06D1A0Q,252000,200000,1,1288
SINGLE,AF70F19D11GRS,AFR-BC3F,48000,34000,1,1289
SINGLE,AF70F19D11GRS,ARR-WK8F,48000,34000,1,1290
SINGLE,AF70F19D11GRS,FPC-1458YAF2,143000,100000,1,1291
SINGLE,AF70F19D11GRS,FRC-1438XAF2,77000,50000,1,1292
SINGLE,AF70F19D11BS,AFR-BC3F,48000,34000,1,1296
SINGLE,AF70F19D11BS,FPC-1458YAF2,143000,100000,1,1297
SINGLE,AF70F19D11BRS,AR60F06D1A0Q,252000,200000,1,1301
SINGLE,AF70F19D11BRS,AFR-BC3F,48000,34000,1,1302
SINGLE,AF70F19D11BRS,ARR-WK8F,48000,34000,1,1303
SINGLE,AF70F19D11BRS,FPC-1458YAF2,143000,100000,1,1304
SINGLE,AF70F19D11BRS,FRC-1438XAF2,77000,50000,1,1305
SINGLE,AF70F19D11LS,AFR-BC3F,48000,34000,1,1309
SINGLE,AF70F19D11LS,FPC-1458YAF2,143000,100000,1,1310
SINGLE,AF70F19D11LRS,AR60F06D1A0Q,252000,200000,1,1314
SINGLE,AF70F19D11LRS,AFR-BC3F,48000,34000,1,1315
SINGLE,AF70F19D11LRS,ARR-WK8F,48000,34000,1,1316
SINGLE,AF70F19D11LRS,FPC-1458YAF2,143000,100000,1,1317
SINGLE,AF70F19D11LRS,FRC-1438XAF2,77000,50000,1,1318
SINGLE,AF70F19D25WS,AFR-BC9F,48000,34000,1,1322
SINGLE,AF70F19D25WS,FPC-1458YAF2,143000,100000,1,1323
SINGLE,AF70F19D25WRS,AR60F06D1A0Q,252000,200000,1,1327
SINGLE,AF70F19D25WRS,AFR-BC9F,48000,34000,1,1328
SINGLE,AF70F19D25WRS,ARR-WK8F,48000,34000,1,1329
SINGLE,AF70F19D25WRS,FPC-1458YAF2,143000,100000,1,1330
SINGLE,AF70F19D25WRS,FRC-1438XAF2,77000,50000,1,1331
SINGLE,AF70F19D25BS,AFR-BC9F,48000,34000,1,1335
SINGLE,AF70F19D25BS,FPC-1458YAF2,143000,100000,1,1336
SINGLE,AF70F19D25BRS,AR60F06D1A0Q,252000,200000,1,1340
SINGLE,AF70F19D25BRS,AFR-BC9F,48000,34000,1,1341
SINGLE,AF70F19D25BRS,ARR-WK8F,48000,34000,1,1342
SINGLE,AF70F19D25BRS,FPC-1458YAF2,143000,100000,1,1343
SINGLE,AF70F19D25BRS,FRC-1438XAF2,77000,50000,1,1344
