
  .   ____          _            __ _ _
2026-08-14T18:00:55.775+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "77 - fix groupware expense approver"
2026-08-14T18:00:55.791+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "78 - seed dispatch board restore permission"
2026-08-14T18:00:55.794+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.811+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "79 - seed dispatch warehouse view permission"
2026-08-14T18:00:55.813+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.828+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "80 - seed accounting cash receipts page permission"
2026-08-14T18:00:55.830+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.845+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "81 - seed accounting bank card admin page permission"
2026-08-14T18:00:55.846+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.862+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "82 - seed partner delete restore permission"
2026-08-14T18:00:55.864+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.879+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "83 - seed partner order list restore permission"
2026-08-14T18:00:55.882+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.896+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "84 - seed sales slip list restore permission"
2026-08-14T18:00:55.898+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.914+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "85 - seed estimate list restore permission"
2026-08-14T18:00:55.916+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.930+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "86 - seed products price schedule group permission"
2026-08-14T18:00:55.932+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.946+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "87 - seed accounting deposit mapping permission"
2026-08-14T18:00:55.948+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.963+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "88 - seed partner search accountant view"
2026-08-14T18:00:55.965+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:55.983+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "89 - widen approval line config document type"
2026-08-14T18:00:55.998+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "90 - seed groupware schedules page permission"
2026-08-14T18:00:56.001+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:56.015+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "91 - retire dispatch sms send audit permission"
2026-08-14T18:00:56.026+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "92 - retire dispatch sms send audit permission sources"
2026-08-14T18:00:56.041+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "93 - seed dispatch sms display permission"
2026-08-14T18:00:56.043+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:56.058+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "94 - seed hr carriers page permission"
2026-08-14T18:00:56.074+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "95 - seed slip closed date exception permission"
2026-08-14T18:00:56.087+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "96 - seed slip closed date admin permission"
2026-08-14T18:00:56.100+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "98 - grant manager inbound inspection update"
2026-08-14T18:00:56.116+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "99 - align accounting slip permissions"
2026-08-14T18:00:56.119+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:56.138+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "100 - remove mig14 order list page"
2026-08-14T18:00:56.155+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "101 - seed sales commission settlement page permission"
2026-08-14T18:00:56.157+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:56.173+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "102 - preserve permission change actor id"
2026-08-14T18:00:56.192+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "103 - seed system claude permission"
2026-08-14T18:00:56.194+09:00  WARN 74700 --- [auth-service] [           main] o.f.c.i.s.DefaultSqlScriptExecutor       : DB: extension "pgcrypto" already exists, skipping (SQL State: 42710 - Error Code: 0)
2026-08-14T18:00:56.210+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "104 - add claude conversation audits"
2026-08-14T18:00:56.223+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "105 - add claude conversation sessions"
2026-08-14T18:00:56.241+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "106 - allow anonymous claude denial audit"
2026-08-14T18:00:56.253+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Migrating schema "public" to version "107 - add claude session list metadata"
2026-08-14T18:00:56.271+09:00  INFO 74700 --- [auth-service] [           main] o.f.core.internal.command.DbMigrate      : Successfully applied 106 migrations to schema "public", now at version v107 (execution time 00:00.882s)
2026-08-14T18:00:56.361+09:00  INFO 74700 --- [auth-service] [           main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-14T18:00:56.406+09:00  INFO 74700 --- [auth-service] [           main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.5.3.Final
2026-08-14T18:00:56.434+09:00  INFO 74700 --- [auth-service] [           main] o.h.c.internal.RegionFactoryInitiator    : HHH000026: Second-level cache disabled
2026-08-14T18:00:56.661+09:00  INFO 74700 --- [auth-service] [           main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-14T18:00:56.707+09:00  WARN 74700 --- [auth-service] [           main] org.hibernate.orm.deprecation            : HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-14T18:00:57.767+09:00  INFO 74700 --- [auth-service] [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-14T18:00:57.800+09:00  INFO 74700 --- [auth-service] [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-14T18:00:58.728+09:00  INFO 74700 --- [auth-service] [           main] o.s.d.j.r.query.QueryEnhancerFactory     : Hibernate is in classpath; If applicable, HQL parser will be used.
2026-08-14T18:00:59.640+09:00  WARN 74700 --- [auth-service] [           main] c.s.l.auth.config.JwtIssueProperties     : [보안] app.security.jwt.secret 이 비어 있거나 짧거나 공개된 dev 기본값입니다. 비운영 환경이면 무시 가능하지만 배포 전 SAMHAN_JWT_SECRET 교체가 필요합니다.
2026-08-14T18:01:00.093+09:00  WARN 74700 --- [auth-service] [           main] .s.s.UserDetailsServiceAutoConfiguration : 

Using generated security password: c065e293-7e2a-4826-9195-85eede33b2ff

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-08-14T18:01:00.104+09:00  INFO 74700 --- [auth-service] [           main] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-08-14T18:01:00.662+09:00  INFO 74700 --- [auth-service] [           main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 3 endpoints beneath base path '/actuator'
2026-08-14T18:01:00.957+09:00  WARN 74700 --- [auth-service] [           main] c.s.logis.security.InternalTokenGuard    : [보안] app.security.internal.token 가 dev 기본값입니다. 비프로덕션이면 무시. 배포 전 INTERNAL_AUTH_TOKEN 환경변수로 교체 필요.
2026-08-14T18:01:02.649+09:00  INFO 74700 --- [auth-service] [           main] o.s.cloud.commons.util.InetUtils         : Cannot determine local hostname
2026-08-14T18:01:02.666+09:00  INFO 74700 --- [auth-service] [           main] DiscoveryClientOptionalArgsConfiguration : Eureka HTTP Client uses RestTemplate.
2026-08-14T18:01:02.776+09:00  INFO 74700 --- [auth-service] [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 29481 (http) with context path '/'
2026-08-14T18:01:03.743+09:00  INFO 74700 --- [auth-service] [io-29481-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-08-14T18:01:03.744+09:00  INFO 74700 --- [auth-service] [io-29481-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2026-08-14T18:01:03.745+09:00  INFO 74700 --- [auth-service] [io-29481-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2026-08-14T18:01:04.186+09:00  INFO 74700 --- [auth-service] [           main] o.s.cloud.commons.util.InetUtils         : Cannot determine local hostname
2026-08-14T18:01:04.197+09:00  INFO 74700 --- [auth-service] [           main] c.s.logis.auth.AuthServiceApplication    : Started AuthServiceApplication in 16.916 seconds (process running for 17.625)
